REFERENCE,POSITION,ARTIST,TITLE,LENGTH
19.05.04.EURO,A4,Kym Mazelle,Got To Get You Back,
19.05.04.EURO,A5,Ellis Beggs & Howard,"Big Bubbles, No Troubles",
19.05.04.EURO,B1,Robin Beck,Save Up All Your Tears,
19.05.04.EURO,B2,Toni Childs,Don't Walk Away,
19.05.04.EURO,B3,Fine Young Cannibals,Good Thing,
19.05.04.EURO,B4,Swing Out Sister,You On My Mind,
19.05.04.EURO,B5,Stray Cats,Bring It Back Again,
19.05.09.EURO 2,A1,Melanie C,I Turn To You,4:11
19.05.09.EURO 2,A2,Janet Jackson,Doesn't Really Matter,4:39
19.05.09.EURO 2,A3,True Steppers & Dane Bowers feat. Victoria Beckham,Out Of Your Mind,3:26
19.05.09.EURO 2,A4,Spiller,Groovejet (If This Ain't Love),3:45
19.05.09.EURO 2,A5,Robbie Rivera Presents Rhythm Bangers,Bang,3:19
19.05.09.EURO 2,B1,Bob Sinclar,I Feel For You,3:21
19.05.09.EURO 2,B2,Scooch,For Sure,3:37
19.05.09.EURO 2,B3,Christian Falk feat. Demetreus,Make It Right,3:53
19.05.09.EURO 2,B4,Heather Small,Holding On,4:23
19.05.09.EURO 2,B5,Red Hot Chili Peppers,Californication,4:35
19.07.12.SPAN 2,A1,Gloria Estefan,Como Me Duele Perderte,4:24
19.07.12.SPAN 2,A2,Christina Aguilera,Ven Conmigo (Solamente Tú),3:11
19.07.12.SPAN 2,A3,Miranda Warning,Flor De Un Día,4:18
19.07.12.SPAN 2,A4,Carlos Núñez,Nana De Lluvia,4:07
19.07.12.SPAN 2,A5,Noelia,Candela,3:57
19.07.12.SPAN 2,B1,José El Francés,Ya Se Va,4:41
19.07.12.SPAN 2,B2,Ricky Martin,She Bangs,4:08
19.07.12.SPAN 2,B3,DJ Kun,No Hay Dinero,3:57
19.07.12.SPAN 2,B4,Seguridad Social,Ven Sin Temor (How Do You Do),3:53
19.07.12.SPAN 2,B5,Abigail,Oro Y Plata,3:14
19.10.03.FREN,A1,Johnny Clegg & Savuka,Cruel Crazy Beautiful World,
19.10.03.FREN,A2,Claudia Phillips,Juste Un Peu Sauvage,
19.10.03.FREN,A3,Sylvie Maréchal,La Vie Lola,
19.10.03.FREN,A4,Francis Cabrel,Animal,
19.10.03.FREN,A5,Michel Polnareff,Toi Et Moi,
19.10.03.FREN,B1,Art Mengo,Où Trouver Les Violons,
19.10.03.FREN,B2,Indochine,Le Baiser,
19.10.03.FREN,B3,The Doors,Light My Fire,
19.10.03.FREN,B4,Claude François,Même Si Tu Revenais,
19.11.05.SPAN 2,A1,Jarabe de Palo,Dos Días En La Vida,5:12
19.11.05.SPAN 2,A2,Alba Molina,Un Lugar En Tu Almohada,3:25
19.11.05.SPAN 2,A3,Tam Tam Go!,Manuel Raquel,4:09
19.11.05.SPAN 2,A4,Leña Al Mono,Atrapado,3:57
19.11.05.SPAN 2,A5,Los Piratas,Años 80,3:14
19.11.05.SPAN 2,B1,Pereza,Horoscopo,2:42
19.11.05.SPAN 2,B2,Christina Aguilera,Pero Me Acuerdo De Ti,4:19
19.11.05.SPAN 2,B3,Alejandro Sanz,El Alma Al Aire,5:29
19.11.05.SPAN 2,B4,Lolita,Mia,3:02
19.11.05.SPAN 2,B5,Papá Levante,Me Pongo Colorada,4:06
19.13.07.EURO 2,A1,Hear'Say,The Way To Your Love,3:15
19.13.07.EURO 2,A2,Boris Dlugosch feat. Roisin Murphy,Never Enough,3:54
19.13.07.EURO 2,A3,Aaron Soul,Ring Ring Ring,4:16
19.13.07.EURO 2,A4,Stereophonics,Have A Nice Day,3:26
19.13.07.EURO 2,A5,3LW,No More (Baby I'ma Do Right),3:58
19.13.07.EURO 2,B1,DJ Pied Piper & The Masters Of Ceremonies,Do You Really Like It?,3:21
19.13.07.EURO 2,B2,Radiohead,Pyramid Song,4:51
19.13.07.EURO 2,B3,Public Domain feat. Chuck D,Rock Da Funky Beats,3:42
19.13.07.EURO 2,B4,2Pac,Until The End Of Time,4:31
19.13.07.EURO 2,B5,Musique vs. U2,New Years Dub,2:52
19.15.10.SPAN 2,A1,La Oreja de Van Gogh,Soledad,3:51
19.15.10.SPAN 2,A2,Tam Tam Go!,Este Payo,3:51
19.15.10.SPAN 2,A3,Eve feat. Gwen Stefani,Let Me Blow Ya Mind,4:09
19.15.10.SPAN 2,A4,Jarabe de Palo,Tiempo,4:40
19.15.10.SPAN 2,A5,Manolo García,Somos Levedad,3:26
19.15.10.SPAN 2,B1,Loona,Baila Mi Ritmo,3:55
19.15.10.SPAN 2,B2,Los Caños,El Virus Del Amor,3:53
19.15.10.SPAN 2,B3,Melody,El Baile Del Gorila,3:13
19.15.10.SPAN 2,B4,M-Clan,Souvenir,4:20
19.15.10.SPAN 2,B5,Daniel Andrea,Dime Por Qué,3:46
19.17.12.EURO 2,A1,Gorillaz,Rock The House,
19.17.12.EURO 2,A2,Daft Punk,Harder Better Faster Stronger,
19.17.12.EURO 2,A3,Brian Harvey and The Refugee Crew,Loving You (Ole Ole Ole),
19.17.12.EURO 2,A4,Modjo,What I Mean,
19.17.12.EURO 2,A5,Britney Spears,I'm A Slave 4 U,
19.17.12.EURO 2,B1,Lisa 'Left Eye' Lopes,The Block Party,
19.17.12.EURO 2,B2,Various Artists,What's Going On,
19.17.12.EURO 2,B3,iiO,Rapture,
19.17.12.EURO 2,B4,Gabrielle,Don't Need The Sun To Shine (To Make Me Smile),
19.17.12.EURO 2,B5,Geri Halliwell,Calling,
19.19.07.FREN,A1,Les Objets,La Normalité,
19.19.07.FREN,A2,Elsa,Qu'Est Ce Que Ça Peut Lui Faire,
19.19.07.FREN,A3,Émile Wandelmer,Lover Café,
19.19.07.FREN,A4,Jo Lemaire,Un Mot Ne Suffit Pas,
19.19.07.FREN,A5,David Hallyday,Ooh La La,
19.19.07.FREN,B1,Patricia Kaas,Regarde Les Riches,
19.19.07.FREN,B2,Amina,C'est Le Dernier Qui A Parlé Qui A Raison,
19.19.07.FREN,B3,Elmer Food Beat,Je Vais Encore Dormir Tout Seul Ce Soir,
19.19.07.FREN,B4,Vanessa Paradis,L'Amour En Soi,
19.19.07.FREN,B5,Daniel Willem,Seul A Trainer,
19.21.05.EURO 2,A1,Will Young,Evergreen (Westlife song),
19.21.05.EURO 2,A2,Platinum 45 Feat. More Fire Crew,Oi!,
19.21.05.EURO 2,A3,City High feat. Eve,Caramel,
19.21.05.EURO 2,A4,Gareth Gates,Unchained Melody,
19.21.05.EURO 2,A5,Travis,Flowers In The Window,
19.21.05.EURO 2,B1,Outkast feat. Killer Mike,The Whole World,
19.21.05.EURO 2,B2,So Solid Crew,Ride Wid Us,
19.21.05.EURO 2,B3,Pet Shop Boys,Home And Dry,
19.21.05.EURO 2,B4,Starsailor,Poor Misguided Fool,
19.21.05.EURO 2,B5,Blue,Fly By II,
19.21.11.FREN,A1,David Hallyday,Change Of Heart,
19.21.11.FREN,A2,Fredericks Goldman Jones,C'est Pas D'l'Amour,
19.21.11.FREN,A3,Alain Lanty,Vous Voudriez Vivre À Ma Place,
19.21.11.FREN,A4,Lio,L'autre Joue,
19.21.11.FREN,A5,Cher,The Shoop Shoop Song (It's In His Kiss),
19.21.11.FREN,B1,The Rembrandts,"Just The Way It Is, Baby",
19.21.11.FREN,B2,Seal,Future Love Paradise,
19.21.11.FREN,B3,R.E.M.,Losing My Religion,
19.21.11.FREN,B4,François Feldman,Magic' Boul'vard,
19.21.11.FREN,B5,PSY,Angelina,
19.22.01 [UK19],A1,Pet Shop Boys,Was It Worth It?,
19.22.01 [UK19],A2,Right Said Fred,Don't Talk Just Kiss,
19.22.01 [UK19],A3,Brian May,Driven By You,
19.22.01 [UK19],A4,Kate Bush,Rocket Man,
19.22.01 [UK19],A5,Kym Sims,Too Blind To See It,
19.22.01 [UK19],B1,Ozzy Osbourne,"Mama, I'm Coming Home",
19.22.01 [UK19],B2,Deacon Blue,Cover From The Sky,
19.22.01 [UK19],B3,Queen,Days Of Our Lives,
19.22.01 [UK19],B4,Vic Reeves,Abide With Me,
19.22.01 [UK19],B5,Salt-N-Pepa,You Showed Me,
19.24.03.FREN,A1,David Hallyday,Hold On Blue Eyes,
19.24.03.FREN,A2,MC Solaar,Victime De La Mode,
19.24.03.FREN,A3,Jane Birkin,Je Suis Venu Te Dire Que Je M'en Vais,
19.24.03.FREN,A4,Kent,Tous Les Mômes,
19.24.03.FREN,A5,Maxime Le Forestier,Bille De Verre,
19.24.03.FREN,B1,Kova Rea & Joëlle Ursull,Serre-Moi,
19.24.03.FREN,B2,François Feldman,Joy,
19.24.03.FREN,B3,Phil Barney,Loin De Tes Bras,
19.24.03.FREN,B4,David Marouani,Fais Pas Semblant,
19.24.03.FREN,B5,Umberto Tozzi,Gli Altri Siamo Noi,
19.31.11.FREN,A1,Vanessa Paradis,Be My Baby,
19.31.11.FREN,A2,Johnny Hallyday,True To You,
19.31.11.FREN,A3,François Feldman,Existe,
19.31.11.FREN,A4,MC Solaar,Qui Sème Le Vent Récolte Le Tempo,
19.31.11.FREN,A5,Double You,We All Need Love,
19.31.11.FREN,B1,Niagara,La Fin Des Etoiles,
19.31.11.FREN,B2,Patrick Swayze,She's Like The Wind,
19.31.11.FREN,B3,Bob Marley,Iron Lion Zion,
19.31.11.FREN,B4,Cyndi Lauper,The World Is Stone,
19.31.11.FREN,B5,Keziah Jones,Rhythm Is Love,
19.33.03 FREN,A1,Pow woW,Le Lion Est Mort Ce Soir,
19.33.03 FREN,A2,L'Affaire Louis Trio,Mobilis In Mobile,
19.33.03 FREN,A3,Zazie,"Je, Tu, Ils",
19.33.03 FREN,A4,Rita,Roxanne,
19.33.03 FREN,A5,Tori Amos,Crucify,
19.33.03 FREN,B1,Co.Ro feat. Taleesa,Because The Night,
19.33.03 FREN,B2,Inner Circle,Sweat (A La La La La Long),
19.33.03 FREN,B3,The Shamen,LSI (Love Sex Intelligence),
19.33.03 FREN,B4,Tasmin Archer,Sleeping Satellite,
19.33.03 FREN,B5,Felix,Don't You Want Me,
19.34.04.ITAL,A1,Vasco Rossi,Gli Spari Sopra,
19.34.04.ITAL,A2,Litfiba,Sotto Il Vulcano,
19.34.04.ITAL,A3,Ron,Mi Hai Preso Il Cuore,
19.34.04.ITAL,A4,Paolo Belli,Una Granda Anima,
19.34.04.ITAL,A5,Aeroplanitaliani,La Vita E Un Treno,
19.34.04.ITAL,B1,Edoardo Bennato,Io Ballo A Stento,
19.34.04.ITAL,B2,Grazia Di Michele & Rossana Casale,Gli Amori Diversi,
19.34.04.ITAL,B3,Camaleonti,Comme Passa Il Tempo,
19.34.04.ITAL,B4,Angela Baraldi,Mi Vuoi Bene O No?,
19.34.04.ITAL,B5,Scarlett,Coprimi,
19.35.07 FREN,A1,Louis,Youpi,3:01
19.35.07 FREN,A2,Eddy Mitchell,Rio Grande,4:40
19.35.07 FREN,A3,Bethane Bishop,Open Your Eyes,3:45
19.35.07 FREN,A4,Patrick Fiori,Mama Korsika,3:05
19.35.07 FREN,A5,Stephan Eicher,"Des Hauts, Des Bas",4:14
19.35.07 FREN,B1,Ace of Base,All That She Wants,3:31
19.35.07 FREN,B2,Arrested Development,People Everyday,4:05
19.35.07 FREN,B3,Dr. Alban,Sing Hallelujah,4:02
19.35.07 FREN,B4,Snow,Informer,4:05
19.35.07 FREN,B5,Haddaway,What Is Love,4:04
19.36.08.SPAN,A1,Niños Del Brasil,Mentiras,3:39
19.36.08.SPAN,A2,Patrick Bruel,Je T'Aime,3:39
19.36.08.SPAN,A3,Vanessa,(Me Gustaría) Comerte A Besos,4:16
19.36.08.SPAN,A4,Juan Luis Guerra,Coronita De Flores,4:18
19.36.08.SPAN,A5,Paul McCartney,Biker Like An Icon,3:29
19.36.08.SPAN,B1,Rosario,Te Llamo A Gritos,3:29
19.36.08.SPAN,B2,Paloma San Basilio,Demasiado Herida,4:19
19.36.08.SPAN,B3,Guns N' Roses,Civil War,4:45
19.36.08.SPAN,B4,Metálicos,Desata Tus Deseos,3:50
19.36.08.SPAN,B5,Negu Gorriak,Borreroak Baditu Milaka Aurpeg,3:14
19.38.09.ITAL,A1,Raf,Il Battito Animale,
19.38.09.ITAL,A2,Enrico Ruggeri,Bianca Balena,
19.38.09.ITAL,A3,Marco Masini,T'Innamorerai,
19.38.09.ITAL,A4,Gianna Nannini,Io Senza Te,
19.38.09.ITAL,A5,Double You,Missing You,
19.38.09.ITAL,B1,Vernice,La Ragazza Dei Sogni,
19.38.09.ITAL,B2,Pino Daniele,Sono Un Cantante Di Blues,
19.38.09.ITAL,B3,Mietta,Acqua Di Mare,
19.38.09.ITAL,B4,Tears For Fears,Cold,
19.38.09.ITAL,B5,Curt Smith,Calling Out,
19.39.12.FREN,A1,Johnny Hallyday,Requiem Pour Un Fou (Live),4:19
19.39.12.FREN,A2,Niagara,Le Minotaure,3:18
19.39.12.FREN,A3,Phil Barney,Histoires Confidentielle,3:12
19.39.12.FREN,A4,Ute Lemper & Art Mengo,Parler D'Amour,3:40
19.39.12.FREN,A5,Nilda Fernández,On T'a Appris (We Taught You),4:26
19.39.12.FREN,A1,Kent,La Terre Tourne (The Earth Turns),3:48
19.39.12.FREN,B2,East 17,West End Girls,4:25
19.39.12.FREN,B3,Gabrielle,Dreams,3:27
19.39.12.FREN,B4,Jamiroquai,Too Young To Die,3:14
19.39.12.FREN,B5,Khaled,Chebba,4:01
19.40.01.GER,A1,Ace of Base,The Sign,3:12
19.40.01.GER,A2,Haddaway,I Miss You,3:38
19.40.01.GER,A3,Captain Hollywood Project,Impossible,4:15
19.40.01.GER,A4,Intermission,Piece Of My Heart,4:30
19.40.01.GER,A5,Twenty 4 Seven,Slave To The Music,3:56
19.40.01.GER,B1,"Cinematic, Heinz Rühmann & Oliver Grimm",La Le Lu-Unser Lied,3:09
19.40.01.GER,B2,2 Unlimited,Maximum Overdrive,3:27
19.40.01.GER,B3,Aerosmith,Cryin',5:32
19.40.01.GER,B4,Urban Cookie Collective,Feels Like Heaven,3:29
19.40.01.GER,B5,Zhané,Hey Mr. DJ,4:18
19.41.01.ITAL,A1,Frankie Hi-NRG MC,Libri Di Sangue,
19.41.01.ITAL,A2,Ligabue,Lo Zoo E Qui,
19.41.01.ITAL,A3,Ice MC,Take Away The Colour,
19.41.01.ITAL,A4,Franco Battiato,Atlantide,
19.41.01.ITAL,A5,Massimo E Domenico,Delfini,
19.41.01.ITAL,B1,Timoria,Senza Vento,
19.41.01.ITAL,B2,Mario Lavezzi,Bianche Raffiche Di Vita,
19.41.01.ITAL,B3,Datura,Eternity,
19.41.01.ITAL,B4,Pierangelo Bertoli,Bersagli Mobili,
19.41.01.ITAL,B5,Frank Sinatra & Bono,I've Got You Under My Skin,
19.42.01.SPAN,A1,La Unión,La Hermana Tierra,3:39
19.42.01.SPAN,A2,Marta Sánchez,Desesperada,3:46
19.42.01.SPAN,A3,Ana Belén,Derroche,4:55
19.42.01.SPAN,A4,Siniestro Total,Yo Dije Yeah!,3:38
19.42.01.SPAN,A5,2 Unlimited,Maximum Overdrive,3:27
19.42.01.SPAN,B1,Intermission,Piece Of My Heart,4:07
19.42.01.SPAN,B2,Michael Bolton,Said I Loved You...But I Lied,4:55
19.42.01.SPAN,B3,Elton John & Kiki Dee,True Love,3:33
19.42.01.SPAN,B4,US-3,Tukka Yoot's Riddim,3:49
19.42.01.SPAN,B5,Frank Sinatra & Bono,I've Got You Under My Skin,3:33
19.43.05.FREN,A1,Paul Personne,Quelqu'un Appelle,
19.43.05.FREN,A2,Vanessa Paradis,Les Cactus,
19.43.05.FREN,A3,Louis Chedid,Dites-Lui Que Je L'Aime,
19.43.05.FREN,A4,Claude Nougaro,L'Irlandaise,
19.43.05.FREN,A5,Stephan Eicher,Manteau  De Gloire,
19.43.05.FREN,B1,Elmer Food Beat,Une Semaine De Réflexion,
19.43.05.FREN,B2,DJ Daddy K,Voulez-Vous Coucher Avec Moi,
19.43.05.FREN,B3,Arthur H,Georgia,
19.43.05.FREN,B4,The Scabs,She's Jivin',
19.43.05.FREN,B5,Wet Wet Wet,Shed A Tear,
19.44.03.ITAL 2,A1,Gianluca Grignani,Il Giorno Perfetto,
19.44.03.ITAL 2,A2,Miranda,A La Fiesta,
19.44.03.ITAL 2,A3,Verdena,Valvonauta,
19.44.03.ITAL 2,A4,Lou Bega,Mambo No. 5,
19.44.03.ITAL 2,A5,Eiffel 65,Move Your Body,
19.44.03.ITAL 2,B1,Alice Deejay,Back In My Life,
19.44.03.ITAL 2,B2,Foo Fighters,Learn To Fly,
19.44.03.ITAL 2,B3,Nirvana,Lithium,
19.44.03.ITAL 2,B4,Anthrax & Public Enemy,Bring The Noise,
19.44.03.ITAL 2,B5,Kiss,I Was Made For Lovin You,
19.44.05.ITAL,A1,Gang,Kowalsky,
19.44.05.ITAL,A2,Aleandro Baldi,Passerà,
19.44.05.ITAL,A3,Progetto Cavani,Facciamo Dei Danni,
19.44.05.ITAL,A4,Audio 2,Si Che Non Sei Tu,
19.44.05.ITAL,A5,Ottavo Padiglione,Ho Picchiato La Testa,
19.44.05.ITAL,B1,Brando,Fatti I Fatti Tuoi,
19.44.05.ITAL,B2,Flor De Mal,U'Secunnu,
19.44.05.ITAL,B3,Leone De Lernia,Ti Sei Mangiato La Banana (The rhythm of the night),
19.44.05.ITAL,B4,Yazz,Have Mercy,
19.44.05.ITAL,B5,Jovanotti,Serenata Rap,
19.45.06.GER,A1,Reel 2 Real feat. The Mad Stuntman,I Like To Move It,3:51
19.45.06.GER,A2,Joshua Kadison,Jessie,4:20
19.45.06.GER,A3,Loft,Love Is Magic,3:45
19.45.06.GER,A4,Prince Ital Joe & Marky Mark,United,4:00
19.45.06.GER,A5,The Beautiful South,Good As Gold,3:48
19.45.06.GER,B1,The Weather Girls,We Shall All Be Free,3:37
19.45.06.GER,B2,Madonna,I'll Remember,4:04
19.45.06.GER,B3,Bonnie Raitt,Love Sneakin' Up On You,3:33
19.45.06.GER,B4,Metallica,One,4:40
19.45.06.GER,B5,Alison Moyet,Whispering Your Name,4:00
19.46.06.SPAN,A1,Siniestro Total,Cuenca Minera,3:16
19.46.06.SPAN,A2,Barricada,Problemas,3:16
19.46.06.SPAN,A3,Manuel Illán,Resistiré,3:47
19.46.06.SPAN,A4,Primal Scream,Rocks,3:37
19.46.06.SPAN,A5,Bono & Gavin Friday,In The Name Of The Father,5:12
19.46.06.SPAN,B1,Soundgarden,Spoonman,4:08
19.46.06.SPAN,B2,Doop,Doop,3:11
19.46.06.SPAN,B3,Eternal,Stay,3:59
19.46.06.SPAN,B4,Bob Geldof (feat. Sting),Crazy,4:31
19.46.06.SPAN,B5,M People,Moving On Up,3:44
19.47.10.EURO,A1,Maxx,No More (I Can't Stand It),
19.47.10.EURO,A2,Zhané,Groove Thang,
19.47.10.EURO,A3,Texas,You Owe It All To Me,
19.47.10.EURO,A4,Salt 'N' Pepa With En Vogue,Whatta Man,
19.47.10.EURO,A5,East 17,Deep,
19.47.10.EURO,B1,Michael Bolton,Lean On Me,
19.47.10.EURO,B2,Ice MC,Think About The Way,
19.47.10.EURO,B3,General Public,I'll Take You There,
19.47.10.EURO,B4,Khaled,N'ssi N'ssi,
19.47.10.EURO,B5,Sheryl Crow,All I Wanna Do,
19.48.08.ITAL 2,A1,Jovanotti,Dolce Fare Niente,
19.48.08.ITAL 2,A2,Articolo 31 feat.Paolo Brera,Tu Mi Fai Cantare (You Make Me Sing),
19.48.08.ITAL 2,A3,Verdena,Viba,
19.48.08.ITAL 2,A4,Kim Lukas,Let It Be The Night,
19.48.08.ITAL 2,A5,Gaya',Never Meet,
19.48.08.ITAL 2,B1,Maxim feat. Skin,Carmen Queasy,
19.48.08.ITAL 2,B2,Korn,Make Me Bad,
19.48.08.ITAL 2,B3,Rage Against The Machine,Sleep Now In The Fire,
19.48.08.ITAL 2,B4,Iron Maiden,The Wicker Man,
19.48.08.ITAL 2,B5,Bruce Springsteen,Glory Days,
19.48.10.ITAL,A1,Umberto Tozzi,Lei,3:40
19.48.10.ITAL,A2,Vasco Rossi,Senza Parole,4:03
19.48.10.ITAL,A3,Litfiba,Africa,4:13
19.48.10.ITAL,A4,Renato Zero,Amando Amando,3:47
19.48.10.ITAL,A5,Stefano D'Orazio,Quando Tramonta Il Sole,4:14
19.48.10.ITAL,B1,Gipsy Kings,Hits Medley,4:01
19.48.10.ITAL,B2,Leo Verde,Voglio Fare L'Amore Con Te,3:28
19.48.10.ITAL,B3,Marie Claire D'ubaldo,The Rhythm Is Magic,3:59
19.48.10.ITAL,B4,Youssou N'Dour & Neneh Cherry,7 Seconds,4:30
19.48.10.ITAL,B5,Mietta,Cambia Pelle,3:41
19.49.11.GER,A1,Die Ärzte,Quark,3:12
19.49.11.GER,A2,Ice MC,It's A Rainy Day,4:15
19.49.11.GER,A3,Sheryl Crow,All I Wanna Do,4:08
19.49.11.GER,A4,Westbam,Bam Bam Bam,3:29
19.49.11.GER,A5,K2,Der Berg Ruft,3:35
19.49.11.GER,B1,Rednex,Cotton Eye Joe,3:14
19.49.11.GER,B2,Worlds Apart,Everlasting Love,3:37
19.49.11.GER,B3,Dr. Alban,Let The Beat Go On,4:06
19.49.11.GER,B4,Lisa Nilsson,Let Me In Your Heart,3:27
19.49.11.GER,B5,Peter Schilling & Bomm-Bastic,Major Tom '94,3:48
19.50.02.SPAN,A1,Marta Sánchez,De Mujer A Mujer,4:45
19.50.02.SPAN,A2,Christina y Los Subterráneos,Pálido,4:09
19.50.02.SPAN,A3,Las Botas Rojas,Confía En Mí (Trust Me),3:36
19.50.02.SPAN,A4,La Trampa,El Culpable Fui Yo,4:20
19.50.02.SPAN,A5,Presuntos Implicados,Mi Pequeño Tesoro,2:54
19.50.02.SPAN,B1,Tako,A Las Puertas Del Deseo,4:27
19.50.02.SPAN,B2,Negu Gorriak,Gora Herria (Up Town),3:36
19.50.02.SPAN,B3,Mermelada,"Triste, Triste",3:21
19.50.02.SPAN,B4,Presuntos Implicados,Las Palabras Del Amor,4:16
19.50.02.SPAN,B5,La Unión,Africa,3:56
19.51.02.ITAL,A1,Marco Masini,Bella Stronza,
19.51.02.ITAL,A2,Litfiba,Lo Spettacolo,
19.51.02.ITAL,A3,Lucio Dalla,Latin Lover,
19.51.02.ITAL,A4,Leandro Barsotti,Mi Piace,
19.51.02.ITAL,A5,Mo-Do,Super Gut,
19.51.02.ITAL,B1,Audio 2,Specchi Riflessi,
19.51.02.ITAL,B2,Aleandro Baldi,Come Le Stagioni,
19.51.02.ITAL,B3,Fargetta,This Time (Sexy Night),
19.51.02.ITAL,B4,Luca Barbarossa,L'Angelo Custode,
19.51.02.ITAL,B5,Sting & Julio Iglesias,Fragile,
19.52.01.ITAL 2,A1,Jovanotti,File Not Found,
19.52.01.ITAL 2,A2,Whitney Houston & Enrique Iglesias,Could I Have This Kiss Forever,
19.52.01.ITAL 2,A3,Elisa,Asile's World,
19.52.01.ITAL 2,A4,Bamble B.,Crime Of Passion,
19.52.01.ITAL 2,A5,Federico Stragà,L'Astronauta,
19.52.01.ITAL 2,B1,Santana feat. Everlast,Put Your Lights On,
19.52.01.ITAL 2,B2,Mark Knopfler,What It Is,
19.52.01.ITAL 2,B3,Skunk Anansie,Charlie Big Potato,
19.52.01.ITAL 2,B4,Korn,Falling Away From Me,
19.52.01.ITAL 2,B5,Soundgarden,Jesus Christ Pose,
19.52.03.FREN,A1,The Cranberries,Zombie,3:50
19.52.03.FREN,A2,Suede,The Wild Ones,3:56
19.52.03.FREN,A3,Stephan Eicher,Rien À Voir (Nothing To See),4:18
19.52.03.FREN,A4,Beck,Loser,3:54
19.52.03.FREN,A5,Seal,Newborn Friend,4:00
19.52.03.FREN,B1,Johnny Hallyday,Love Affair,4:11
19.52.03.FREN,B2,Youssou N'Dour,Undecided,3:54
19.52.03.FREN,B3,Morrissey,Boxers,3:26
19.52.03.FREN,B4,C+C Music Factory,Take A Toke,4:50
19.52.03.FREN,B5,Portishead,Glory Box,3:35
19.53.04.GER,A1,RMB,Redemption Song,3:09
19.53.04.GER,A2,20 Fingers feat. Gillette,Short Short Man,3:20
19.53.04.GER,A3,"XXL feat. P. ""Cool Man"" Steiner",It's Cool Man,3:11
19.53.04.GER,A4,Mr. President,I'll Follow The Sun,3:26
19.53.04.GER,A5,Das Modul,Computerliebe,3:36
19.53.04.GER,B1,Sandmann's Dummies,Ach Du Meine Nase,3:45
19.53.04.GER,B2,Full Speed,"Star (Gimme, Gimme, Gimme)",3:38
19.53.04.GER,B3,DJ BoBo,Love Is All Around,4:12
19.53.04.GER,B4,Scatman John,Scatman (Ski-Ba-Bop-Ba-Dop-Bop),3:34
19.53.04.GER,B5,Prince Ital Joe & Marky Mark,Babylon,3:40
19.54.06.ITAL,A1,Gianluca Grignani,Destinazione Paradiso,3:46
19.54.06.ITAL,A2,Dirotta Su Cuba,Liberi Di Liberi Da,3:49
19.54.06.ITAL,A3,Biagio Antonacci,Sei,4:50
19.54.06.ITAL,A4,Casino Royale,Sempre Più Vicini,4:21
19.54.06.ITAL,A5,Articolo 31,Ohi Maria (Maria Maria),3:11
19.54.06.ITAL,B1,The Cranberries,I Can't Be With You,3:01
19.54.06.ITAL,B2,Da Blitz,Movin' On,4:12
19.54.06.ITAL,B3,Mo-Do,Gema Tanzen,3:50
19.54.06.ITAL,B4,Club House feat. Carl Fanini,Nowhere Land,3:46
19.54.06.ITAL,B5,Fernando Proce,Love Is Everything,4:00
19.55.07.SPAN,A1,Suburbano,La Tierra Se Mueve,
19.55.07.SPAN,A2,Medina Azahara,Favorita De Un Sultán,
19.55.07.SPAN,A3,Medina Azahara,Paseando Por La Mezquita,
19.55.07.SPAN,A4,Nacho García Vega,Cada Día la Locura,
19.55.07.SPAN,A5,Los Planetas,Nuevas Sensaciones,
19.55.07.SPAN,B1,Australian Blonde,Chup Chup,
19.55.07.SPAN,B2,Kiko Veneno,Hace Calor,
19.55.07.SPAN,B3,Marisa Monte,Segue O Seco,
19.55.07.SPAN,B4,Antonio Flores,Alba,
19.55.07.SPAN,B5,Antonio Flores,Siete Vidas Tiene Un Gato,
19.56.06.ITAL 2,A1,Eros Ramazzotti & Cher,Piu Che Puoi,
19.56.06.ITAL 2,A2,Alex Britti,Sono Contento,
19.56.06.ITAL 2,A3,Ricky Martin,She Bangs,
19.56.06.ITAL 2,A4,Robbie Williams,Supreme,
19.56.06.ITAL 2,A5,Jarabe de Palo,De Vuelta y Vuelta,
19.56.06.ITAL 2,B1,Biagio Antonacci,Ti Ricordi Perché,
19.56.06.ITAL 2,B2,Depeche Mode,Dream On,
19.56.06.ITAL 2,B3,Brooklyn Bounce,"Bass, Beats & Melody",
19.56.06.ITAL 2,B4,Gigi D'Alessio,Il Cammino Dell'Eta,
19.56.06.ITAL 2,B5,Korn,Somebody Someone,
19.56.08.FREN,A1,Des'ree,You Gotta Be,4:00
19.56.08.FREN,A2,Alliance Ethnik,Simple & Funky,4:02
19.56.08.FREN,A3,Danielle Brisebois,Gimme Little Sign,3:00
19.56.08.FREN,A4,Portrait,How Deep Is Your Love,3:54
19.56.08.FREN,A5,Annie Lennox,A Whiter Shade Of Pale,5:00
19.56.08.FREN,B1,Tonton David,Il Marche Seul,3:18
19.56.08.FREN,B2,20 Fingers feat. Roula,Lick It,3:35
19.56.08.FREN,B3,Ebony Vibe Everlasting (E.V.E.),Groove Of Love,4:21
19.56.08.FREN,B4,La Bouche,Be My Lover,3:45
19.56.08.FREN,B5,Eternal,Just A Step From Heaven,4:14
19.57.09.GER,A1,Pet Shop Boys,Paninaro '95,4:10
19.57.09.GER,A2,Garfield,Cool Cat,3:43
19.57.09.GER,A3,Nessaja,Once Again,3:19
19.57.09.GER,A4,New Order,Blue Monday '95,3:46
